"","clientId","shopId","gender","maritalStatus","age","numberOfDependents","education","flagResidencialPhone","areaCodeResidencialPhone","bestPaymentDay","shopRank","residenceType","monthsInResidence","flagMothersName","flagFathersName","flagResidenceTown_WorkingTown","flagResidenceState_WorkingState","monthsInTheJob","professionCode","mateIncome","flagResidencialAddress_PostalAddress","flagOtherCard","quantityBankingAccounts","flagMobilePhone","flagContactPhone","personalNetIncome","codeApplicationBooth","BAD"
"23894",29826,3,"F","S",23,0,NA,"Y",31,8,0,"P",276,"Y","Y","Y","Y",12,131,0,"Y","N",0,"N","N",220,0,0
"23895",29827,23,"F","S",27,0,NA,"Y",31,8,0,"P",324,"Y","Y","Y","Y",12,653,0,"Y","N",0,"N","N",270,0,0
"23896",29828,25,"F","C",56,0,NA,"Y",31,18,0,"P",156,"Y","Y","Y","Y",228,999,0,"Y","N",0,"N","N",400,0,0
"23897",29829,16,"F","S",22,0,NA,"N",31,28,0,"P",72,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,1
"23898",29830,1,"M","C",33,0,NA,"Y",50,12,0,"O",96,"Y","Y","Y","Y",96,134,0,"Y","N",0,"N","N",360,0,0
"23899",29831,23,"F","S",20,0,NA,"Y",31,12,0,"A",24,"Y","Y","Y","Y",36,24,0,"Y","N",0,"N","N",690,0,0
"23900",29832,22,"F","S",31,0,NA,"N",50,3,0,"P",240,"Y","Y","N","Y",60,159,0,"Y","N",0,"N","N",412,0,0
"23901",29833,10,"M","S",22,0,NA,"N",50,25,0,"P",24,"Y","Y","Y","Y",0,999,0,"Y","N",0,"N","N",223,0,0
"23902",29834,55,"F","S",36,0,NA,"Y",31,8,0,"P",372,"Y","Y","Y","Y",12,205,0,"N","N",0,"N","N",400,0,0
"23903",29835,21,"F","S",22,0,NA,"N",31,28,0,"P",12,"Y","Y","N","Y",24,807,0,"Y","N",0,"N","N",271,0,0
"23904",29836,23,"F","C",34,0,NA,"Y",31,12,0,"P",120,"Y","Y","Y","Y",84,713,0,"Y","N",0,"N","N",2159,0,0
"23905",29837,20,"F","C",33,0,NA,"N",31,20,0,"A",72,"Y","Y","Y","Y",36,123,0,"N","N",0,"N","N",328,0,1
"23906",29838,25,"M","S",21,0,NA,"Y",31,1,0,"P",252,"Y","N","N","Y",0,63,0,"Y","N",0,"N","N",200,0,0
"23907",29839,7,"F","S",24,0,NA,"Y",5,20,0,"P",168,"Y","Y","Y","Y",24,26,0,"Y","N",0,"N","N",178,0,0
"23908",29840,55,"F","C",46,0,NA,"Y",31,18,0,"C",168,"Y","Y","Y","Y",36,24,0,"Y","N",0,"N","N",248,0,0
"23909",29841,25,"F","C",43,0,NA,"Y",50,12,0,"P",180,"Y","N","N","Y",0,717,0,"Y","N",0,"N","N",500,0,0
"23910",29843,23,"F","D",36,0,NA,"N",50,25,0,"A",36,"Y","Y","N","Y",12,35,0,"Y","N",0,"N","N",790,0,0
"23911",29844,3,"F","S",24,0,NA,"Y",50,12,0,"P",264,"Y","Y","N","Y",72,950,0,"Y","N",0,"N","N",350,0,0
"23912",29845,14,"F","C",18,0,NA,"Y",31,18,0,"P",216,"Y","Y","N","Y",24,717,0,"Y","N",0,"N","N",180,0,0
"23913",29846,23,"F","C",45,0,NA,"Y",31,12,0,"P",300,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",243,0,0
"23914",29847,22,"F","S",31,0,NA,"N",50,1,0,"P",12,"Y","Y","N","Y",24,950,0,"Y","N",0,"N","N",300,0,1
"23915",29848,55,"F","S",43,0,NA,"Y",50,9,0,"P",420,"Y","Y","Y","Y",0,712,0,"Y","N",0,"N","N",1416,0,0
"23916",29849,25,"F","C",60,0,NA,"Y",50,20,0,"P",432,"Y","Y","N","Y",0,720,854,"Y","N",0,"N","N",0,0,0
"23917",29850,11,"F","V",73,0,NA,"N",31,12,0,"P",624,"Y","Y","N","Y",60,13,0,"Y","N",0,"N","N",701,0,0
"23918",29851,55,"F","S",24,0,NA,"N",50,8,0,"A",120,"Y","Y","N","Y",24,205,0,"N","N",0,"N","N",180,0,0
"23919",29852,25,"F","S",24,0,NA,"Y",31,25,0,"A",36,"Y","Y","Y","Y",0,950,0,"Y","N",0,"N","N",225,0,0
"23920",29853,22,"F","S",34,0,NA,"Y",50,20,0,"P",360,"Y","Y","N","Y",96,703,0,"Y","N",0,"N","N",181,0,0
"23921",29857,19,"F","S",48,0,NA,"Y",31,12,0,"P",240,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",400,0,0
"23922",29858,10,"M","C",34,0,NA,"Y",31,12,0,"O",36,"Y","Y","Y","Y",12,707,0,"Y","N",0,"N","N",371,0,1
"23923",29860,55,"M","C",25,0,NA,"Y",50,8,0,"P",36,"Y","Y","N","Y",72,522,0,"Y","N",0,"N","N",220,0,0
"23924",29862,13,"M","S",19,0,NA,"Y",31,8,0,"P",12,"Y","Y","Y","Y",12,514,0,"Y","N",0,"N","N",543,0,0
"23925",29863,25,"F","C",49,0,NA,"Y",31,8,0,"P",336,"Y","Y","Y","Y",0,501,0,"Y","N",0,"N","N",400,0,0
"23926",29864,22,"F","C",27,0,NA,"Y",31,18,0,"P",216,"Y","Y","N","Y",36,131,0,"Y","N",0,"N","N",500,0,0
"23927",29865,25,"M","C",28,0,NA,"Y",31,3,0,"P",12,"Y","Y","Y","Y",60,999,0,"Y","N",0,"N","N",650,0,0
"23928",29866,20,"F","S",31,0,NA,"Y",50,23,0,"P",12,"Y","Y","Y","Y",12,210,0,"Y","N",0,"N","N",500,0,0
"23929",29868,23,"F","V",35,0,NA,"Y",31,12,0,"P",144,"Y","Y","N","Y",72,704,0,"Y","N",0,"N","N",1300,0,0
"23930",29870,5,"M","C",25,0,NA,"Y",5,12,0,"P",120,"Y","Y","Y","Y",0,60,0,"N","N",0,"N","N",450,0,0
"23931",29871,16,"F","S",23,0,NA,"Y",31,20,0,"P",12,"Y","Y","N","Y",12,864,0,"Y","N",0,"N","N",200,0,0
"23932",29872,20,"F","V",60,0,NA,"Y",31,25,0,"P",720,"Y","Y","N","Y",168,13,0,"Y","N",0,"N","N",707,0,0
"23933",29873,19,"M","C",41,0,NA,"Y",31,12,0,"P",180,"Y","Y","Y","Y",12,514,0,"Y","N",0,"N","N",595,0,0
"23934",29874,25,"F","C",33,0,NA,"Y",31,20,0,"P",360,"Y","Y","N","Y",12,215,0,"Y","N",0,"N","N",350,0,0
"23935",29875,8,"F","S",21,0,NA,"Y",50,25,0,"A",24,"Y","Y","Y","Y",36,26,0,"Y","N",0,"N","N",216,0,1
"23936",29876,25,"M","D",38,0,NA,"N",31,8,0,"P",36,"Y","Y","Y","Y",204,999,0,"Y","N",0,"N","N",775,0,0
"23937",29877,3,"F","V",60,0,NA,"Y",31,12,0,"P",360,"Y","Y","Y","Y",360,525,0,"Y","N",0,"N","N",830,0,0
"23938",29878,20,"F","V",55,0,NA,"Y",31,18,0,"P",360,"Y","Y","N","Y",12,725,0,"Y","N",0,"N","N",1622,0,0
"23939",29880,25,"F","S",24,0,NA,"Y",31,12,0,"C",276,"Y","Y","Y","Y",36,40,0,"Y","N",0,"N","N",800,0,0
"23940",29881,24,"F","S",19,0,NA,"Y",31,22,0,"P",120,"N","Y","Y","Y",60,26,0,"Y","N",0,"N","N",279,0,0
"23941",29882,55,"F","S",22,0,NA,"N",31,12,0,"P",120,"Y","Y","N","Y",24,999,0,"Y","N",0,"N","N",402,0,0
"23942",29883,11,"F","S",19,0,NA,"Y",31,28,0,"P",228,"Y","Y","N","Y",0,103,0,"Y","N",0,"N","N",800,0,0
"23943",29884,55,"M","S",25,0,NA,"N",50,18,0,"A",60,"Y","Y","N","Y",0,950,0,"N","N",0,"N","N",200,0,1
"23944",29885,18,"F","C",30,0,NA,"Y",23,12,0,"A",12,"Y","Y","Y","Y",36,44,0,"Y","N",0,"N","N",276,0,0
"23945",29886,23,"F","C",35,0,NA,"Y",31,1,0,"P",156,"Y","Y","Y","Y",24,26,0,"Y","N",0,"N","N",300,0,1
"23946",29887,25,"F","S",34,0,NA,"Y",31,8,0,"A",24,"Y","Y","N","Y",36,999,0,"Y","N",0,"N","N",400,0,0
"23947",29888,25,"F","S",42,0,NA,"Y",31,23,0,"P",36,"Y","N","N","Y",264,205,0,"Y","N",0,"N","N",450,0,0
"23948",29893,16,"F","C",21,0,NA,"Y",31,28,0,"P",12,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"23949",29894,66,"F","S",19,0,NA,"Y",31,12,0,"P",228,"Y","Y","Y","Y",60,992,0,"Y","N",0,"N","N",325,0,0
"23950",29895,4,"F","S",20,0,NA,"Y",31,18,0,"C",60,"Y","Y","Y","Y",12,654,0,"Y","N",0,"N","N",280,0,0
"23951",29897,13,"M","S",22,0,NA,"Y",50,20,0,"P",216,"Y","Y","N","Y",0,654,0,"Y","N",0,"N","N",236,0,0
"23952",29899,25,"M","S",27,0,NA,"N",31,28,0,"P",324,"Y","Y","Y","Y",0,4,0,"Y","N",0,"N","N",300,0,1
"23953",29900,25,"F","C",25,0,NA,"Y",31,1,0,"P",300,"Y","Y","N","Y",60,40,0,"N","N",0,"N","N",700,0,0
"23954",29901,10,"F","S",39,0,NA,"Y",31,18,0,"P",60,"Y","Y","Y","Y",48,853,0,"Y","N",0,"N","N",970,0,0
"23955",29903,19,"F","C",28,0,NA,"Y",31,20,0,"P",12,"Y","Y","N","Y",12,999,0,"Y","N",0,"N","N",200,0,0
"23956",29904,23,"F","S",30,0,NA,"Y",31,12,0,"P",36,"Y","Y","N","Y",0,205,0,"Y","N",0,"N","N",250,0,0
"23957",29905,11,"F","S",21,0,NA,"Y",31,8,0,"C",36,"Y","Y","Y","Y",36,522,0,"Y","N",0,"N","N",260,0,0
"23958",29908,11,"F","S",20,0,NA,"Y",31,8,0,"P",240,"Y","Y","N","Y",0,654,0,"Y","N",0,"N","N",269,0,0
"23959",29909,15,"M","S",19,0,NA,"Y",67,18,0,"P",12,"Y","Y","N","Y",12,703,0,"Y","N",0,"N","N",1059,0,0
"23960",29910,21,"F","C",37,0,NA,"Y",31,8,0,"P",216,"Y","Y","Y","Y",12,950,0,"Y","N",0,"N","N",450,0,0
"23961",29911,2,"F","S",34,0,NA,"Y",31,12,0,"P",408,"Y","Y","N","Y",36,262,0,"Y","N",0,"N","N",903,0,0
"23962",29912,22,"F","C",19,0,NA,"Y",31,18,0,"P",12,"Y","Y","N","Y",12,30,0,"Y","N",0,"N","N",224,0,0
"23963",29914,22,"F","V",60,0,NA,"N",50,18,0,"P",300,"Y","N","N","Y",12,703,0,"Y","N",0,"N","N",266,0,0
"23964",29916,23,"F","D",56,0,NA,"Y",31,12,0,"P",36,"Y","Y","N","Y",252,168,0,"Y","N",0,"N","N",720,0,0
"23965",29919,21,"F","S",19,0,NA,"Y",31,3,0,"P",96,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",189,0,1
"23966",29920,11,"M","S",20,0,NA,"Y",50,1,0,"P",12,"Y","Y","Y","Y",12,855,0,"Y","N",0,"N","N",400,0,0
"23967",29921,23,"M","S",58,0,NA,"Y",31,1,0,"P",12,"Y","Y","N","Y",0,10,0,"Y","N",0,"N","N",900,0,0
"23968",29922,24,"M","S",35,0,NA,"Y",31,8,0,"P",120,"Y","Y","Y","Y",36,26,0,"Y","N",0,"N","N",355,0,0
"23969",29923,22,"M","C",26,0,NA,"Y",31,20,0,"P",12,"Y","Y","N","Y",12,24,0,"Y","N",0,"N","N",304,0,0
"23970",29924,16,"F","S",22,0,NA,"Y",31,1,0,"P",120,"Y","Y","Y","Y",12,39,0,"Y","N",0,"N","N",300,0,0
"23971",29925,7,"M","S",28,0,NA,"Y",5,8,0,"A",12,"Y","Y","Y","Y",12,264,0,"Y","N",0,"N","N",1134,0,0
"23972",29926,8,"F","S",19,0,NA,"Y",50,12,0,"P",228,"Y","Y","Y","Y",12,853,0,"Y","N",0,"N","N",360,0,0
"23973",29927,12,"F","S",20,0,NA,"N",31,8,0,"P",240,"Y","Y","Y","Y",12,205,0,"Y","N",0,"N","N",360,0,1
"23974",29929,9,"F","S",26,0,NA,"N",5,8,0,"O",120,"Y","Y","N","Y",12,205,0,"Y","N",0,"N","N",400,0,1
"23975",29930,22,"M","O",29,0,NA,"N",50,28,0,"P",12,"Y","Y","N","Y",72,702,0,"Y","N",0,"N","N",500,0,0
"23976",29931,15,"F","S",34,0,NA,"Y",50,20,0,"P",24,"Y","Y","Y","Y",12,26,0,"Y","N",0,"N","N",304,0,0
"23977",29932,3,"F","C",37,0,NA,"Y",31,18,0,"P",0,"Y","Y","N","Y",36,950,500,"Y","N",0,"N","N",400,0,0
"23978",29933,22,"F","D",57,0,NA,"Y",50,8,0,"A",216,"Y","Y","N","Y",132,13,0,"Y","N",0,"N","N",1267,0,0
"23979",29934,24,"F","S",27,0,NA,"Y",31,1,0,"P",324,"Y","Y","Y","Y",12,654,0,"Y","N",0,"N","N",910,0,0
"23980",29935,25,"M","S",26,0,NA,"N",31,20,0,"P",312,"Y","Y","Y","Y",60,24,0,"Y","N",0,"N","N",400,0,1
"23981",29936,55,"M","S",39,0,NA,"Y",31,18,0,"P",84,"Y","Y","N","Y",72,953,0,"Y","N",0,"N","N",301,0,0
"23982",29937,24,"F","V",40,0,NA,"Y",31,12,0,"P",480,"Y","Y","N","Y",0,704,0,"Y","N",0,"N","N",930,0,0
"23983",29938,22,"F","S",21,0,NA,"Y",31,12,0,"P",252,"Y","Y","N","Y",12,30,0,"Y","N",0,"N","N",180,0,0
"23984",29939,22,"M","S",18,0,NA,"Y",31,12,0,"P",228,"Y","Y","N","N",12,213,0,"Y","N",0,"N","N",241,0,1
"23985",29940,22,"F","S",21,0,NA,"N",31,28,0,"A",72,"Y","Y","Y","Y",12,914,0,"Y","N",0,"N","N",736,0,0
"23986",29941,25,"F","S",22,0,NA,"Y",31,18,0,"P",12,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",235,0,0
"23987",29943,55,"M","S",21,0,NA,"Y",50,8,0,"C",108,"Y","Y","Y","Y",24,514,0,"Y","N",0,"N","N",817,0,0
"23988",29944,22,"M","S",20,0,NA,"N",50,18,0,"A",36,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",220,0,0
"23989",29945,24,"F","C",39,0,NA,"Y",31,18,0,"P",120,"Y","Y","N","Y",228,720,1650,"Y","N",0,"N","N",1660,0,0
"23990",29947,16,"F","C",40,0,NA,"Y",31,18,0,"P",72,"Y","Y","N","Y",0,999,800,"Y","N",0,"N","N",0,0,0
"23991",29949,25,"F","C",40,0,NA,"Y",31,12,0,"P",144,"Y","Y","N","Y",264,131,0,"Y","N",0,"N","N",1000,0,0
"23992",29950,15,"M","S",23,0,NA,"N",50,1,0,"O",36,"Y","Y","Y","Y",48,999,0,"Y","N",0,"N","N",200,0,1
"23993",29953,24,"M","S",20,0,NA,"Y",31,18,0,"C",12,"Y","Y","Y","Y",12,950,0,"Y","N",0,"N","N",260,0,1
"23994",29954,66,"F","S",20,0,NA,"Y",31,8,0,"P",204,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",700,0,0
"23995",29955,22,"F","S",25,0,NA,"Y",31,8,0,"P",300,"Y","Y","N","Y",12,992,0,"Y","N",0,"N","N",321,0,0
"23996",29956,3,"F","S",19,0,NA,"Y",31,18,0,"P",132,"Y","Y","N","Y",0,654,0,"Y","N",0,"N","N",360,0,0
"23997",29957,25,"F","S",43,0,NA,"N",50,12,0,"P",96,"Y","Y","N","Y",192,40,0,"N","N",0,"N","N",552,0,0
"23998",29959,15,"F","S",22,0,NA,"Y",31,8,0,"C",276,"Y","Y","Y","Y",12,42,0,"Y","N",0,"N","N",480,0,0
"23999",29960,22,"F","O",51,0,NA,"N",50,8,0,"P",48,"Y","Y","N","Y",12,13,0,"Y","N",0,"N","N",500,0,0
"24000",29961,7,"F","S",18,0,NA,"Y",5,12,0,"P",144,"Y","Y","N","Y",12,265,0,"Y","N",0,"N","N",245,0,0
"24001",29962,1,"F","D",56,0,NA,"Y",31,8,0,"O",12,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",300,0,0
"24002",29963,10,"M","C",50,0,NA,"Y",31,20,0,"P",204,"Y","Y","Y","Y",108,863,0,"Y","N",0,"N","N",930,0,0
"24003",29964,25,"F","C",42,0,NA,"Y",31,20,0,"P",300,"Y","Y","Y","Y",60,999,0,"Y","N",0,"N","N",453,0,0
"24004",29965,10,"F","C",26,0,NA,"Y",31,20,0,"P",48,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",200,0,0
"24005",29967,2,"M","S",27,0,NA,"N",50,20,0,"P",324,"Y","Y","N","Y",36,702,0,"Y","N",0,"N","N",800,0,1
"24006",29970,22,"F","O",51,0,NA,"N",50,18,0,"P",348,"Y","Y","Y","Y",12,26,0,"Y","N",0,"N","N",277,0,0
"24007",29971,55,"F","O",26,0,NA,"Y",50,8,0,"P",216,"Y","Y","Y","Y",48,110,0,"Y","N",0,"N","N",411,0,1
"24008",29972,12,"M","S",23,0,NA,"N",31,25,0,"P",36,"Y","Y","N","Y",0,950,0,"Y","N",0,"N","N",400,0,1
"24009",29973,17,"F","D",54,0,NA,"Y",31,12,0,"P",456,"Y","Y","N","Y",60,703,0,"Y","N",0,"N","N",289,0,0
"24010",29975,22,"F","C",51,0,NA,"Y",31,20,0,"P",600,"Y","Y","N","Y",36,131,0,"Y","N",0,"N","N",300,0,0
"24011",29976,9,"F","C",21,0,NA,"N",5,18,0,"A",0,"Y","N","Y","Y",0,40,0,"Y","N",0,"N","N",240,0,1
"24012",29977,7,"F","S",20,0,NA,"Y",5,18,0,"C",240,"Y","Y","N","Y",12,4,0,"Y","N",0,"N","N",408,0,0
"24013",29978,25,"F","S",21,0,NA,"Y",31,12,0,"C",240,"Y","Y","Y","Y",0,804,0,"Y","N",0,"N","N",504,0,0
"24014",29979,11,"F","D",30,0,NA,"Y",31,18,0,"P",36,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",1300,0,0
"24015",29980,55,"M","C",41,0,NA,"Y",50,8,0,"P",492,"Y","Y","Y","Y",216,999,0,"Y","N",0,"N","N",669,0,0
"24016",29982,21,"F","S",21,0,NA,"Y",31,8,0,"P",12,"Y","Y","Y","Y",12,801,0,"Y","N",0,"N","N",342,0,0
"24017",29983,19,"F","S",28,0,NA,"N",50,9,0,"P",336,"Y","Y","Y","Y",60,205,0,"Y","N",0,"N","N",204,0,0
"24018",29985,15,"F","S",19,0,NA,"Y",31,20,0,"C",204,"Y","Y","N","Y",0,999,0,"Y","N",0,"N","N",0,0,0
"24019",29986,10,"M","C",56,0,NA,"Y",50,8,0,"A",12,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",1161,0,1
"24020",29987,10,"F","C",42,0,NA,"Y",31,8,0,"P",12,"Y","Y","N","Y",0,720,676,"Y","N",0,"N","N",0,0,1
"24021",29988,25,"M","C",29,0,NA,"Y",31,20,0,"A",60,"Y","Y","Y","Y",96,999,0,"Y","N",0,"N","N",630,0,0
"24022",29989,10,"F","C",36,0,NA,"Y",31,8,0,"P",108,"Y","Y","Y","Y",48,210,0,"Y","N",0,"N","N",689,0,0
"24023",29990,3,"F","O",68,0,NA,"Y",31,18,0,"P",348,"Y","Y","Y","Y",12,205,0,"Y","N",0,"N","N",220,0,0
"24024",29992,6,"M","C",21,0,NA,"Y",23,16,0,"C",24,"Y","Y","Y","Y",12,254,0,"Y","N",0,"N","N",376,0,0
"24025",29994,3,"F","S",19,0,NA,"Y",31,1,0,"P",228,"Y","Y","Y","Y",0,654,0,"Y","N",0,"N","N",268,0,0
"24026",29995,2,"M","S",19,0,NA,"N",50,25,0,"P",216,"Y","Y","N","Y",0,141,0,"Y","N",0,"N","N",550,0,1
"24027",29996,55,"F","S",38,0,NA,"Y",31,8,0,"P",60,"Y","Y","Y","Y",168,38,0,"Y","N",0,"N","N",573,0,0
"24028",29997,1,"F","S",28,0,NA,"Y",31,18,0,"P",216,"Y","Y","N","Y",12,130,0,"Y","N",0,"N","N",380,0,1
"24029",29998,1,"M","C",19,0,NA,"N",50,12,0,"A",12,"Y","Y","N","Y",12,301,0,"Y","N",0,"N","N",224,0,1
"24030",29999,11,"M","C",29,0,NA,"Y",31,8,0,"P",24,"Y","Y","N","Y",36,24,0,"Y","N",0,"N","N",554,0,0
"24031",30000,3,"M","S",33,0,NA,"N",50,28,0,"P",240,"Y","Y","N","Y",84,13,0,"Y","N",0,"N","N",180,0,0
"24032",30001,55,"M","C",33,0,NA,"Y",50,8,0,"P",24,"Y","Y","Y","Y",12,60,0,"Y","N",0,"N","N",198,0,0
"24033",30002,4,"M","S",33,0,NA,"Y",31,8,0,"P",72,"Y","Y","Y","Y",84,707,0,"Y","N",0,"N","N",281,0,0
"24034",30003,5,"M","S",19,0,NA,"N",50,20,0,"C",240,"Y","Y","Y","Y",0,26,0,"Y","N",0,"N","N",360,0,0
"24035",30004,6,"F","S",54,0,NA,"Y",50,8,0,"A",84,"Y","Y","Y","Y",384,713,0,"Y","N",0,"N","N",1500,0,1
"24036",30005,22,"F","V",50,0,NA,"N",50,28,0,"P",480,"Y","Y","N","Y",276,703,0,"Y","N",0,"N","N",180,0,0
"24037",30006,55,"F","S",25,0,NA,"Y",31,8,0,"A",36,"Y","Y","Y","Y",12,801,0,"Y","N",0,"N","N",370,0,0
"24038",30007,15,"F","V",54,0,NA,"Y",31,8,0,"P",360,"Y","Y","N","Y",12,725,0,"Y","N",0,"N","N",1311,0,0
"24039",30008,24,"M","S",45,0,NA,"N",31,12,0,"P",120,"Y","Y","N","Y",36,26,0,"Y","N",0,"N","N",320,0,1
"24040",30010,25,"F","C",45,0,NA,"Y",31,8,0,"P",264,"Y","Y","Y","Y",12,999,0,"Y","N",0,"N","N",525,0,0
"24041",30011,11,"F","C",24,0,NA,"Y",31,28,0,"P",288,"Y","Y","Y","Y",0,205,0,"Y","N",0,"N","N",220,0,0
"24042",30012,23,"F","S",25,0,NA,"N",50,20,0,"A",12,"Y","Y","Y","Y",60,807,0,"Y","N",0,"N","N",204,0,0
"24043",30013,17,"M","C",40,0,NA,"Y",31,20,0,"P",168,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",287,0,0
"24044",30014,23,"F","S",20,0,NA,"Y",31,18,0,"A",48,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",225,0,0
"24045",30015,66,"F","C",61,0,NA,"Y",31,12,0,"P",360,"Y","Y","Y","Y",240,855,0,"Y","N",0,"N","N",450,0,0
"24046",30016,9,"F","C",39,0,NA,"Y",5,8,0,"A",12,"Y","Y","N","Y",144,712,3277,"Y","N",0,"N","N",3277,0,0
"24047",30017,15,"M","C",35,0,NA,"Y",31,8,0,"P",432,"Y","Y","Y","Y",180,654,0,"Y","N",0,"N","N",900,0,0
"24048",30018,20,"F","C",28,0,NA,"Y",31,20,0,"P",60,"Y","Y","N","Y",24,13,0,"Y","N",0,"N","N",350,0,1
"24049",30019,21,"F","C",27,0,NA,"Y",31,12,0,"P",60,"Y","Y","Y","Y",12,205,0,"Y","N",0,"N","N",350,0,0
"24050",30020,18,"F","S",60,0,NA,"Y",23,18,0,"P",24,"Y","Y","N","Y",0,13,0,"Y","N",0,"N","N",420,0,0
"24051",30021,16,"M","S",19,0,NA,"Y",31,20,0,"P",228,"Y","Y","Y","Y",12,24,0,"Y","N",0,"N","N",259,0,0
"24052",30022,25,"F","S",21,0,NA,"Y",31,12,0,"P",120,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",300,0,0
"24053",30023,25,"F","S",40,0,NA,"Y",50,25,0,"P",384,"Y","Y","Y","Y",48,205,0,"N","N",0,"N","N",300,0,0
"24054",30024,1,"F","C",32,0,NA,"Y",31,18,0,"A",12,"Y","Y","Y","Y",12,205,0,"Y","N",0,"N","N",150,0,0
"24055",30025,4,"F","C",45,0,NA,"Y",31,8,0,"P",360,"Y","Y","N","Y",60,305,0,"Y","N",0,"N","N",3325,0,0
"24056",30027,10,"M","C",47,0,NA,"Y",31,8,0,"P",564,"Y","Y","N","Y",12,950,0,"Y","N",0,"N","N",1200,0,1
"24057",30028,12,"M","O",56,0,NA,"Y",31,23,0,"P",144,"Y","Y","N","Y",12,13,0,"Y","N",0,"N","N",201,0,0
"24058",30029,1,"F","S",28,0,NA,"Y",31,28,0,"P",48,"Y","Y","N","Y",96,992,0,"Y","N",0,"N","N",304,0,0
"24059",30030,10,"F","S",28,0,NA,"Y",31,25,0,"P",24,"Y","Y","Y","Y",0,60,0,"Y","N",0,"N","N",207,0,0
"24060",30031,13,"M","S",22,0,NA,"Y",31,8,0,"P",264,"Y","Y","N","Y",24,514,0,"Y","N",0,"N","N",800,0,0
"24061",30034,11,"F","C",45,0,NA,"Y",31,8,0,"O",192,"Y","Y","N","Y",24,950,0,"Y","N",0,"N","N",500,0,0
"24062",30035,18,"F","S",19,0,NA,"Y",23,12,0,"P",228,"Y","Y","Y","Y",12,221,0,"Y","N",0,"N","N",733,0,0
"24063",30036,55,"F","S",20,0,NA,"Y",31,18,0,"P",180,"Y","Y","Y","Y",12,911,0,"Y","N",0,"N","N",400,0,0
"24064",30037,25,"F","C",23,0,NA,"Y",31,28,0,"P",24,"Y","Y","Y","Y",12,60,350,"Y","N",0,"N","N",336,0,0
"24065",30038,20,"M","C",29,0,NA,"Y",31,20,0,"P",300,"Y","Y","Y","Y",12,855,0,"Y","N",0,"N","N",221,0,1
"24066",30039,23,"M","O",30,0,NA,"Y",31,18,0,"P",24,"Y","Y","Y","Y",96,999,0,"Y","N",0,"N","N",1883,0,0
"24067",30040,4,"F","O",26,0,NA,"Y",31,25,0,"P",60,"Y","Y","N","Y",60,703,0,"Y","N",0,"N","N",360,0,0
"24068",30041,21,"F","S",48,0,NA,"Y",31,18,0,"P",180,"Y","Y","Y","Y",24,205,0,"Y","N",0,"N","N",180,0,0
"24069",30042,3,"F","S",18,0,NA,"Y",31,18,0,"P",216,"Y","Y","Y","Y",0,712,0,"Y","N",0,"N","N",180,0,0
"24070",30043,18,"F","C",22,0,NA,"Y",23,20,0,"P",24,"Y","Y","Y","Y",12,853,0,"Y","N",0,"N","N",231,0,0
"24071",30044,25,"F","S",22,0,NA,"Y",31,8,0,"P",96,"Y","Y","Y","Y",12,654,0,"Y","N",0,"N","N",25570382,0,0
"24072",30045,10,"F","C",43,0,NA,"Y",31,20,0,"P",60,"Y","Y","N","Y",0,525,0,"Y","N",0,"N","N",493,0,0
"24073",30047,24,"F","V",64,0,NA,"Y",31,23,0,"P",300,"Y","Y","N","Y",12,703,0,"Y","N",0,"N","N",587,0,0
"24074",30048,3,"M","S",27,0,NA,"N",50,8,0,"P",252,"Y","Y","Y","Y",60,38,0,"Y","N",0,"N","N",687,0,0
"24075",30049,13,"F","S",24,0,NA,"Y",31,8,0,"P",60,"Y","Y","N","Y",72,46,0,"Y","N",0,"N","N",610,0,0
"24076",30050,11,"F","S",19,0,NA,"Y",31,8,0,"P",228,"Y","Y","N","Y",12,999,0,"Y","N",0,"N","N",226,0,0
"24077",30051,20,"F","S",34,0,NA,"N",31,8,0,"P",360,"Y","Y","Y","Y",36,853,0,"Y","N",0,"N","N",371,0,0
"24078",30053,24,"M","S",20,0,NA,"Y",31,20,0,"A",24,"Y","Y","Y","Y",12,654,0,"Y","N",0,"N","N",300,0,0
"24079",30054,23,"F","S",24,0,NA,"Y",31,12,0,"P",12,"Y","Y","Y","Y",12,653,0,"Y","N",0,"N","N",270,0,0
"24080",30056,14,"F","C",50,0,NA,"Y",5,28,0,"P",600,"Y","Y","N","Y",444,999,0,"Y","N",0,"N","N",1300,0,0
